show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s6050,Movie,The 12th Man,Harald Zwart,"Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus, Mads Sjøgård Pettersen, Vegar Hoel, Håkon T. Nielsen, Eirik Risholm Velle, Daniel Frikstad, Eric Dirnes, Alexander Zwart",Norway,"October 31, 2020",2018,TV-MA,130 min,"Action & Adventure, Dramas, International Movies","Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II.",2020.0,"Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II. Action & Adventure, Dramas, International Movies Harald Zwart Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus, Mads Sjøgård Pettersen, Vegar Hoel, Håkon T. Nielsen, Eirik Risholm Velle, Daniel Frikstad, Eric Dirnes, Alexander Zwart Norway TV-MA",based true event story follows norwegian saboteur harrowing struggle reach safety escaping nazi attack world war action adventure drama international movie harald zwart thomas gullestad jonathan rhys meyers marie blokhus mads sjgrd pettersen vegar hoel hkon nielsen eirik risholm velle daniel frikstad eric dirnes alexander zwart norway tvma,1
s6051,TV Show,The 2000s,,,United States,"February 19, 2019",2018,TV-MA,1 Season,Docuseries,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade.",2019.0,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade. Docuseries   United States TV-MA",examine triumph tragedy cultural shift technological leap occurred millennium first decade docuseries united state tvma,1
s6052,Movie,The 24 Hour War,"Nate Adams, Adam Carolla",,United States,"November 15, 2019",2016,TV-MA,100 min,"Documentaries, Sports Movies",An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,2019.0,"An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history. Documentaries, Sports Movies Nate Adams, Adam Carolla  United States TV-MA",intense rivalry henry ford ford motor company enzo ferrari result epic showdown racing history documentary sport movie nate adam adam carolla united state tvma,1
s6053,Movie,The 2nd,Brian Skiba,"Ryan Phillippe, Casper Van Dien, Jack Griffo, Lexi Simonsen, Richard Burgi, William Katt, Samaire Armstrong, William McNamara, Jacob Grodnik",United States,"November 30, 2020",2020,TV-MA,93 min,Action & Adventure,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping.",2020.0,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping. Action & Adventure Brian Skiba Ryan Phillippe, Casper Van Dien, Jack Griffo, Lexi Simonsen, Richard Burgi, William Katt, Samaire Armstrong, William McNamara, Jacob Grodnik United States TV-MA",secret service agent drawn terrorist plot son classmate daughter supreme court justice targeted kidnapping action adventure brian skiba ryan phillippe casper van dien jack griffo lexi simonsen richard burgi william katt samaire armstrong william mcnamara jacob grodnik united state tvma,1
s6054,Movie,The 3rd Eye,Rocky Soraya,"Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman",Indonesia,"September 28, 2018",2018,TV-MA,108 min,"Horror Movies, International Movies","When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",2018.0,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home. Horror Movies, International Movies Rocky Soraya Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman Indonesia TV-MA",little sister claim see dead alia consults psychic open eye vengeful ghost haunting childhood home horror movie international movie rocky soraya jessica mila denny sumargo citra prima bianca hello epy kusnandar anita hara derry drajat voke victoria shofia shireen afdhal yusman indonesia tvma,1
s6055,Movie,The 3rd Eye 2,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",Indonesia,"June 13, 2019",2019,TV-MA,117 min,"Horror Movies, International Movies","Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong.",2019.0,"Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong. Horror Movies, International Movies Rocky Soraya Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas Indonesia TV-MA",working orphanage alia meet teen nadia say hears strange voice wall try find source thing wrong horror movie international movie rocky soraya jessica mila bianca hello nabilah ayu sophia latjuba jeremy thomas indonesia tvma,1
s6056,TV Show,The 43,,Paco Ignacio Taibo II,,"February 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,2019.0,"This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014. Crime TV Shows, Docuseries, International TV Shows  Paco Ignacio Taibo II  TV-MA",docuseries dispute mexican government account student ayotzinapa rural teacher college vanished iguala crime show docuseries international show paco ignacio taibo tvma,0
s6057,TV Show,The 4400,,"Joel Gretsch, Jacqueline McKenzie, Patrick John Flueger, Conchita Campbell, Chad Faust, Richard Kahan, Mahershala Ali, Billy Campbell","United States, United Kingdom","September 1, 2013",2007,TV-14,4 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","4400 people who vanished over the course of five decades suddenly reappear. None have aged, and slowly it's revealed that they have mysterious powers.",2013.0,"4400 people who vanished over the course of five decades suddenly reappear. None have aged, and slowly it's revealed that they have mysterious powers. TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy  Joel Gretsch, Jacqueline McKenzie, Patrick John Flueger, Conchita Campbell, Chad Faust, Richard Kahan, Mahershala Ali, Billy Campbell United States, United Kingdom TV-14",people vanished course five decade suddenly reappear none aged slowly revealed mysterious power drama mystery scifi fantasy joel gretsch jacqueline mckenzie patrick john flueger conchita campbell chad faust richard kahan mahershala ali billy campbell united state united kingdom,1
s6058,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda","Mexico, Spain","April 6, 2018",2016,TV-MA,117 min,"Action & Adventure, Dramas, International Movies","In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration. Action & Adventure, Dramas, International Movies Mitzi Vanessa Arreola, Amir Galvan Cervera Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda Mexico, Spain TV-MA",violent prison mexico young inmate land spot football team double enforcer squad corrupt administration action adventure drama international movie mitzi vanessa arreola amir galvan cervera adrian ladron andoni gracia hernn mendoza gabino rodrguez daro pie manuel ojeda mexico spain tvma,1
s6059,Movie,The 9th Precinct,Ding-Lin Wang,"Roy Chiu, Chia-Chia Peng, Wen Chen-ling, Eugenie Liu, Yeo Yann Yann",Taiwan,"December 13, 2019",2019,TV-MA,95 min,"International Movies, Thrillers",An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,2019.0,"An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms. International Movies, Thrillers Ding-Lin Wang Roy Chiu, Chia-Chia Peng, Wen Chen-ling, Eugenie Liu, Yeo Yann Yann Taiwan TV-MA",idealistic cop join underground police unit battle ghoulish force threatening balance human supernatural realm international movie thriller dinglin wang roy chiu chiachia peng wen chenling eugenie liu yeo yann yann taiwan tvma,1
s6060,TV Show,The A List,,"Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan",United Kingdom,"August 30, 2019",2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",2019.0,"Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama. British TV Shows, International TV Shows, TV Dramas  Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan United Kingdom TV-PG",romance rivalry radical mystery collide group teen attend remote island sleepaway camp suspenseful supernatural drama british show international show drama lisa ambalavanar ellie duckles savannah baker cian barry eleanor bennett jacob dudman rosie dwyer jack kane max lohan nneka okoye micheal ward georgina sadler indianna ryan united kingdom tvpg,0
s6061,Movie,The Accidental Spy,Roger Russell,"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",Nigeria,"November 29, 2019",2017,TV-MA,104 min,"Action & Adventure, Comedies, International Movies","Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",2019.0,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama. Action & Adventure, Comedies, International Movies Roger Russell Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin Nigeria TV-MA",nursing broken heart specialist move london audition reality show unexpectedly turn reallife cartel drama action adventure comedy international movie roger russell ramsey nouah christine allado ayo makun emmanuel edunjobi thenjiwe moseley miguel nez bucci franklin nigeria tvma,1
s6062,Movie,The Accountant of Auschwitz,Matthew Shoychet,,Canada,"July 1, 2019",2018,TV-14,78 min,"Documentaries, International Movies","Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz.",2019.0,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz. Documentaries, International Movies Matthew Shoychet  Canada TV-14",decade wwii former officer stand trial native germany charged complicity murder jew auschwitz documentary international movie matthew shoychet canada,1
s6063,Movie,The Adderall Diaries,Pamela Romanowsky,"James Franco, Ed Harris, Amber Heard, Jim Parrack, Timothée Chalamet, Wilmer Valderrama, Cynthia Nixon, Christian Slater, Michael Cristofer, Danny Flaherty, Adam LeFevre",United States,"July 15, 2018",2015,R,87 min,"Dramas, Thrillers",Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,2018.0,"Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book. Dramas, Thrillers Pamela Romanowsky James Franco, Ed Harris, Amber Heard, Jim Parrack, Timothée Chalamet, Wilmer Valderrama, Cynthia Nixon, Christian Slater, Michael Cristofer, Danny Flaherty, Adam LeFevre United States R",author stephen elliott problem separating life incident life convicted murderer he writing book drama thriller pamela romanowsky james franco harris amber heard jim parrack timothe chalamet wilmer valderrama cynthia nixon christian slater michael cristofer danny flaherty adam lefevre united state,1
s6064,TV Show,The Adjusters,,"Rynn Lim, Chris Tong, Aric Ho, Chan Fong",,"September 18, 2017",2010,TV-PG,2 Seasons,"International TV Shows, TV Dramas","An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him.",2017.0,"An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him. International TV Shows, TV Dramas  Rynn Lim, Chris Tong, Aric Ho, Chan Fong  TV-PG",insurance adjuster investigates case possible fraud hiding romance colleague unaware someone trust toying international show drama rynn lim chris tong aric chan fong tvpg,0
s6065,Movie,The Adventure Club,Geoff Anderson,"Sam Ashe Arnold, Jakob Davies, Dalila Bela, Robin Dunne, Gabrielle Miller, Billy Zane, Josh McDonald, Lorne Cardinal, Kim Coates, Glenn Paradis",Canada,"May 10, 2017",2016,TV-Y7,88 min,Children & Family Movies,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure.",2017.0,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure. Children & Family Movies Geoff Anderson Sam Ashe Arnold, Jakob Davies, Dalila Bela, Robin Dunne, Gabrielle Miller, Billy Zane, Josh McDonald, Lorne Cardinal, Kim Coates, Glenn Paradis Canada TV-Y7",finding peculiar key three smart adventurous kid launch quest uncover whereabouts coveted archaeological treasure child family movie geoff anderson sam ashe arnold jakob davy dalila bela robin dunne gabrielle miller billy zane josh mcdonald lorne cardinal kim coates glenn paradis canada tvy,1
s6066,TV Show,The Adventures of Figaro Pho,,"Luke Jurevicius, Craig Behenna, Charlotte Hamlyn, Stavroula Mountzouris, Aletheia Burney",Australia,,2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them.",,"Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them. Kids' TV, TV Comedies  Luke Jurevicius, Craig Behenna, Charlotte Hamlyn, Stavroula Mountzouris, Aletheia Burney Australia TV-Y7",imagine worst fear multiply figaro boy number phobia highly quirky imaginative way dealing kid comedy luke jurevicius craig behenna charlotte hamlyn stavroula mountzouris aletheia burney australia tvy,1
s6067,TV Show,The Adventures of Puss in Boots,,"Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman",United States,"January 26, 2018",2018,TV-Y7,6 Seasons,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series.",2018.0,"The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series. Kids' TV, TV Comedies  Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman United States TV-Y7",world greatest feline fighter lover milk connoisseur take daring adventure exotic location familyfriendly comedy series kid comedy eric bauza jayma may grey delisle paul rugg joshua rush candi milo laraine newman united state tvy,1
s6068,Movie,The Adventures of Sharkboy and Lavagirl,Robert Rodriguez,"Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez, David Arquette, Kristin Davis, Jacob Davich, Sasha Pieterse, Rico Torres",United States,"December 2, 2020",2005,PG,93 min,Children & Family Movies,A 10-year-old dreamer's imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.,2020.0,"A 10-year-old dreamer's imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie. Children & Family Movies Robert Rodriguez Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez, David Arquette, Kristin Davis, Jacob Davich, Sasha Pieterse, Rico Torres United States PG",yearold dreamer imaginary friend mighty sharkboy fireproducing lavagirl come life seek help battling nefarious baddie child family movie robert rodriguez taylor lautner taylor dooley cayden boyd george lopez david arquette kristin davis jacob davich sasha pieterse rico torres united state,1
s6069,TV Show,The Adventures of Sonic the Hedgehog,,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada","April 18, 2018",1993,TV-Y7,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series.",2018.0,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series. Kids' TV  Jaleel White, Long John Baldry, Garry Chalk United States, Canada TV-Y7",hyper hedgehog sonic cohort mile tail prower defend planet mobius robotnik evil scheme animated series kid jaleel white long john baldry garry chalk united state canada tvy,1
s6070,Movie,The Adventures of Tintin,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr","United States, New Zealand, United Kingdom","November 20, 2019",2011,PG,107 min,Children & Family Movies,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy.",2019.0,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy. Children & Family Movies Steven Spielberg Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr United States, New Zealand, United Kingdom PG",motion capture adapts george remis classic comic strip adventure fearless young journalist tintin trusty dog snowy child family movie steven spielberg jamie bell andy serkis daniel craig nick frost simon pegg daniel may gad elmaleh toby jones joe starr united state new zealand united kingdom,1
s6071,Movie,The Aerial,Esteban Sapir,"Rafael Ferro, Sol Moreno, Jonathan Sandor, Alejandro Urdapilleta, Julieta Cardinali, Florencia Raggi, Valeria Bertuccelli, Raúl Hochman, Ricardo Merkin, Carlos Piñeyro",Argentina,"April 1, 2018",2007,TV-MA,99 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change.",2018.0,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change. Dramas, International Movies, Sci-Fi & Fantasy Esteban Sapir Rafael Ferro, Sol Moreno, Jonathan Sandor, Alejandro Urdapilleta, Julieta Cardinali, Florencia Raggi, Valeria Bertuccelli, Raúl Hochman, Ricardo Merkin, Carlos Piñeyro Argentina TV-MA",city without voice faceless singer voice still vocalize everyone else lost power speech let tv broadcast speak kidnaps voice thing change drama international movie scifi fantasy esteban sapir rafael ferro sol moreno jonathan sandor alejandro urdapilleta julieta cardinali florencia raggi valeria bertuccelli ral hochman ricardo merkin carlos pieyro argentina tvma,1
s6072,Movie,The African Doctor,Julien Rambaldi,"Marc Zinga, Aïssa Maïga, Bayron Lebli, Médina Diarra, Rufus, Jonathan Lambert, Jean-Benoît Ugeux",France,"October 28, 2016",2016,TV-14,94 min,"Comedies, Dramas, International Movies","Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone.",2016.0,"Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone. Comedies, Dramas, International Movies Julien Rambaldi Marc Zinga, Aïssa Maïga, Bayron Lebli, Médina Diarra, Rufus, Jonathan Lambert, Jean-Benoît Ugeux France TV-14",happily escaping dictatorship congolese doctor transplant family small french village culture shock set everyone comedy drama international movie julien rambaldi marc zinga assa maga bayron lebli mdina diarra rufus jonathan lambert jeanbenot ugeux france,1
s6073,Movie,The After Party,Ian Edelman,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi",United States,"August 24, 2018",2018,TV-MA,90 min,"Comedies, Music & Musicals",An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,2018.0,"An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true. Comedies, Music & Musicals Ian Edelman Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi United States TV-MA",aspiring rapper best friendmanager one night bounce back embarrassment make dream hiphop stardom come true comedy music musical ian edelman kyle harvey harrison holzer teyana taylor shelley hennig wiz khalifa blair underwood jordan rock amin joseph andy buckley jamie choi united state tvma,1
s6074,Movie,The Age of Shadows,Jee-woon Kim,"Kang-ho Song, Gong Yoo, Ji-min Han, Tae-goo Eom, Sung-rok Shin, Hee-soon Park, Young-ju Seo, Song Kang-ho",South Korea,"January 1, 2018",2016,TV-MA,140 min,"Action & Adventure, Dramas, International Movies","Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives.",2018.0,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives. Action & Adventure, Dramas, International Movies Jee-woon Kim Kang-ho Song, Gong Yoo, Ji-min Han, Tae-goo Eom, Sung-rok Shin, Hee-soon Park, Young-ju Seo, Song Kang-ho South Korea TV-MA",formerly korean resistance fighter policeman working japan tasked tracking resistance leader acquire explosive action adventure drama international movie jeewoon kim kangho song gong yoo jimin han taegoo eom sungrok shin heesoon park youngju seo song kangho south korea tvma,1
s6075,TV Show,The Alcàsser Murders,Elías León,,Spain,"June 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.,2019.0,"New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation. Crime TV Shows, Docuseries, International TV Shows Elías León  Spain TV-MA",new interview uptodate analysis evidence shed light murder three girl spain profound impact nation crime show docuseries international show ela len spain tvma,0
s6076,Movie,The Amazing Praybeyt Benjamin,Wenn V. Deramas,"Vice Ganda, Bimby Aquino-Yap, Alex Gonzaga, Tom Rodriguez",Philippines,"March 21, 2019",2014,TV-14,105 min,"Action & Adventure, Comedies, International Movies","Now a celebrity, Benjie is tasked with taking care of a General's young son, who has information about a looming terrorist threat.",2019.0,"Now a celebrity, Benjie is tasked with taking care of a General's young son, who has information about a looming terrorist threat. Action & Adventure, Comedies, International Movies Wenn V. Deramas Vice Ganda, Bimby Aquino-Yap, Alex Gonzaga, Tom Rodriguez Philippines TV-14",celebrity benjie tasked taking care general young son information looming terrorist threat action adventure comedy international movie wenn deramas vice ganda bimby aquinoyap alex gonzaga tom rodriguez philippine,1
s6077,TV Show,The American Barbecue Showdown,,"Lyric Lewis, Rutledge Wood",United States,"September 18, 2020",2020,TV-G,1 Season,Reality TV,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,2020.0,"Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff. Reality TV  Lyric Lewis, Rutledge Wood United States TV-G",eight country best backyard smoker pitmasters vie title american barbecue champion fierce friendly faceoff reality lyric lewis rutledge wood united state tvg,1
s6078,TV Show,The American Bible Challenge,Michael Simon,Jeff Foxworthy,United States,"June 15, 2020",2013,TV-G,2 Seasons,Reality TV,"Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice.",2020.0,"Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice. Reality TV Michael Simon Jeff Foxworthy United States TV-G",join host jeff foxworthy contestant test knowledge thing biblical competing win money charity choice reality michael simon jeff foxworthy united state tvg,1
s6079,Movie,The American Game,Mostafa Abu Seif,"Nahed El Sebaï, Ahmed Fahmi, Shaima Saif, Bayoumi Fouad, Entsar",,"October 1, 2020",2019,TV-PG,91 min,"Comedies, International Movies, Romantic Movies",A financially struggling young couple's relationship is tested when the CEO of the company they work for tempts them with a nearly irresistible offer.,2020.0,"A financially struggling young couple's relationship is tested when the CEO of the company they work for tempts them with a nearly irresistible offer. Comedies, International Movies, Romantic Movies Mostafa Abu Seif Nahed El Sebaï, Ahmed Fahmi, Shaima Saif, Bayoumi Fouad, Entsar  TV-PG",financially struggling young couple relationship tested ceo company work tempts nearly irresistible offer comedy international movie romantic movie mostafa abu seif nahed seba ahmed fahmi shaima saif bayoumi fouad entsar tvpg,1
s6080,Movie,The American Meme,Bert Marcus,"Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, DJ Khaled, Emily Ratajkowski, Hailey Baldwin",United States,"December 7, 2018",2018,TV-MA,98 min,Documentaries,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame.",2018.0,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame. Documentaries Bert Marcus Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, DJ Khaled, Emily Ratajkowski, Hailey Baldwin United States TV-MA",social medium star paris hilton josh ostrovsky brittany furlan kirill bichutsky hustle build online empire face pitfall fame documentary bert marcus paris hilton josh ostrovsky brittany furlan kirill bichutsky khaled emily ratajkowski hailey baldwin united state tvma,1
s6081,Movie,The American President,Rob Reiner,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, David Paymer, Samantha Mathis, John Mahoney, Anna Deavere Smith, Nina Siemaszko, Wendie Malick, Shawna Waldron, Richard Dreyfuss, Joshua Malina",United States,"January 1, 2021",1995,PG-13,113 min,"Comedies, Dramas, Romantic Movies",The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate?,2021.0,"The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate? Comedies, Dramas, Romantic Movies Rob Reiner Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, David Paymer, Samantha Mathis, John Mahoney, Anna Deavere Smith, Nina Siemaszko, Wendie Malick, Shawna Waldron, Richard Dreyfuss, Joshua Malina United States PG-13",widowed president strike romance beautiful washington lobbyist couple keep private political life separate comedy drama romantic movie rob reiner michael douglas annette bening martin sheen michael fox david paymer samantha mathis john mahoney anna deavere smith nina siemaszko wendie malick shawna waldron richard dreyfus joshua malina united state,1
s6082,Movie,The Amityville Horror,Andrew Douglas,"Ryan Reynolds, Melissa George, Chloë Grace Moretz, Jesse James, Jimmy Bennett, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour",United States,"January 1, 2020",2005,R,89 min,Horror Movies,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons.",2020.0,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons. Horror Movies Andrew Douglas Ryan Reynolds, Melissa George, Chloë Grace Moretz, Jesse James, Jimmy Bennett, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour United States R",hairraising remake horror hit depicts ordeal lutz family whose new home gory past legacy demon horror movie andrew douglas ryan reynolds melissa george chlo grace moretz jesse james jimmy bennett rachel nichols philip baker hall isabel conner brendan donaldson annabel armour united state,1
s6083,TV Show,The Andy Griffith Show,,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers",United States," July 1, 2017",1967,TV-G,8 Seasons,"Classic & Cult TV, TV Comedies","Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters.",,"Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters. Classic & Cult TV, TV Comedies  Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers United States TV-G",homespun humor easygoing sheriff andy taylor center nostalgic look mayberry small town filled lovable character classic cult comedy andy griffith ron howard knotts france bavier howard mcnear hope summer united state tvg,1
